,content,sentiment_score,情感极性,情感极端性,外形设计,流量营销,混动车型,自研技术,市场环境,品牌形象
2822,我买的比亚迪宋17盖世英雄燃油版，很后悔，,0.996570829,1,1,0,0,0,1,0,0
2823,我买的海豚，管理和服务跟不上，几个事让我很恼火，为国产品牌担忧,0.267467237,0,0,0,0,1,0,0,0
2824,我买的海豚，真的很香，但是还是好多国人不相信国产，所以我准备发一些视频，让他们了解到国产今非昔比了，欢迎关注哈,0.98180585,1,1,0,0,0,0,0,1
2825,我买的破比亚迪烂底毛病一大堆破比车,0.313385808,0,0,0,0,0,0,1,0
2826,我买的起就会买,0.149177231,0,0,1,0,0,0,0,0
2827,我买的宋pulsdmi四驱旗舰，深圳开到北京，高速低速都很棒，开着很舒服，油耗真不高，等了五个月，值得。,0.902589552,1,1,0,1,0,0,0,0
2828,我买的唐DMP四驱，我很满意,0.908993607,1,1,1,0,0,0,0,0
2829,我买丰田,0.941148013,1,1,0,0,0,1,0,0
2830,我买丰田,0.941148013,1,1,0,0,0,1,0,0
2831,我买丰田,0.941148013,1,1,0,0,0,1,0,0
2832,我买丰田,0.941148013,1,1,0,0,0,1,0,0
2833,我买了，比亚迪挺好，我也推荐了,0.882414707,1,0,1,0,0,0,0,0
2834,我买了，感觉挺好的,0.887780727,1,0,1,0,0,0,0,0
2835,我买了比亚迪，但我不希望比亚迪一家独大,0.908993607,1,1,1,0,0,0,0,0
2836,我买了比亚迪，因为穷,0.586209109,1,0,1,0,0,0,0,0
2837,我买了比亚迪的汉dmi，落地不到24。不管你们说什么这车怎么怎么样，我自己花钱买的我自己喜欢的车，我不觉得有什么优越感或者自卑感。这车有我喜欢的地方，他的缺点我也了解愿意接受。这就够了啊。,0.976364892,1,1,0,0,0,0,0,1
2838,我买了比亚迪介绍朋友去4s店，销售不问不答，说的参数还说错。,0.009122492,0,1,0,0,0,1,0,0
2839,我买了还是油版的，用了1年多暂时没有出过大小的问题，好用,0.69204034,1,0,0,0,0,1,0,0
2840,我买了海豚,0.738327016,1,0,0,1,0,0,0,0
2841,我买了宋plus dmi,0.908993607,1,1,1,0,0,0,0,0
2842,我买了唐，其实我也喜欢理想。但是钱不好挣，我还是选择了性价比更高的dmi。车还是不错的，不后悔。座椅有问题厂家也给换新的。,0.962105589,1,1,0,0,0,0,0,1
2843,我买了唐dmi，家里车位装了装了充电桩，平时100公里，不出长途的话基本够了，2吨多的车，一公里一毛多，真的太省了，家里还有一辆新能源奔奔,0.968642931,1,1,0,0,0,1,0,0
2844,我买了唐dmi，主要是因为价格便宜，从我的需求来看比x3，glb，q5好，对比过理想one，纠结三缸发动机,0.913095561,1,1,1,0,0,0,0,0
2845,我买了唐Dmp,0.908993607,1,1,1,0,0,0,0,0
2846,我买了挺好的。油耗舒服内饰配置挺好。,0.797617425,1,0,1,0,0,0,0,0
2847,我买了一辆跑滴滴，因为我没有油标，不然绝对不会选择,0.021483086,0,1,1,0,0,0,0,0
2848,我买了一台别克蔚蓝6，被单位大哥一顿善意的说教，大哥开的也是插电混的比亚迪，顺便说一句，我有另外一台车是汉兰达，买蔚蓝就是为了跑着玩,0.007353716,0,1,1,0,0,0,0,0
2849,我买宋EⅤ就觉得比cRv香得不要不要的，车是买来用的不是卖的,0.887780727,1,0,1,0,0,0,0,0
2850,我买唐,0.908993607,1,1,1,0,0,0,0,0
2851,我没看到别人这么说，只看到你不停的在说，在放大。,0.019936832,0,1,1,0,0,0,0,0
2852,我没什么感觉，但我知道那些补贴也是纳税的钱,0.018678214,0,1,1,0,0,0,0,0
2853,我们本土的相声新势力好久没消息了，加油,0.909697163,1,1,0,0,0,1,0,0
2854,我们打的是外国品牌！,0.725051751,1,0,0,0,0,0,0,1
2855,我们家老太太到现在都看不上比亚迪，说13年前我们买合资车的，byd才几万块,0.024683675,0,1,0,0,0,0,0,1
2856,我们西安亲戚BYD出租车跑80万公里，最后下线报废，让市场解决市场问题吧,0.033963728,0,1,0,0,0,1,0,0
2857,我们想爱比亚迪，但是比亚迪不爱我们，比亚迪根本没有吉利厚道,0.675124805,1,0,1,0,0,0,0,0
2858,我们运城市，出租车多数都是BYD,0.922495615,1,1,0,0,0,1,0,0
2859,我们这边比亚迪谐音就是骂人的话,0.142078435,0,0,1,0,0,0,0,0
2860,我们这边出租车是宝来，所以坚决不买宝来，西安。。。那就别买比亚迪吧,0.047488387,0,1,0,0,0,1,0,0
2861,我们这店买车信用卡都不带你刷,0.050873009,0,1,0,1,0,0,0,0
2862,我明天去订比亚迪，我买车先看一个企业家的人，再到牌子,0.240070145,0,0,0,1,0,0,0,0
2863,我能说这车丑吗？,0.021483086,0,1,1,0,0,0,0,0
2864,我能问一下你收了多少钱吗,0.339146522,0,0,1,0,0,0,0,0
2865,我宁愿不开车也不会买,0.149177231,0,0,1,0,0,0,0,0
2866,我宁愿骑电动车,0.51227831,1,0,0,0,0,0,1,0
2867,我朋友开比亚迪汉，我觉得做工不差合资车，说实话，跑高速安静，,0.115364137,0,0,0,0,0,0,0,1
2868,我朋友坐我车，问我比亚迪的车门咋这么重,0.132538765,0,0,0,0,1,0,0,0
2869,我评论过一次被泰迪咬了好久,0.526994224,1,0,0,1,0,0,0,0
2870,我其实觉得理想和比亚迪都好,0.601173622,1,0,1,0,0,0,0,0
2871,我汽车行业从业者，家里目前两台车，一台E90，一台W205。最近准备卖了E90，定了比亚迪，价格在预算内，我只是用来代步，不在乎内饰外观。配置，颜值高都超预算了。等有钱再说。反正家里肯定要留一台油车！,0.797617425,1,0,1,0,0,0,0,0
2872,我去，人家比亚迪招你了？上来给比亚迪一顿黑，价格没有理什么想贵，有什么可比性。,0.027910726,0,1,0,0,1,0,0,0
2873,我去车边看车，好多人围着汉，我没有上前看，穿过人群分析看了一眼，真好，因为预算不是这个级别，买不起,0.777949077,1,0,1,0,0,0,0,0
2874,我去年入手了第二辆车~比亚迪的宋不拉屎，莫名的感觉，我却有些后悔了,0.908993607,1,1,1,0,0,0,0,0
2875,我认同比亚迪的电池技术，但是我不认同比亚迪整合能力，所以，比亚迪的车的品控问题，我会担忧。就像手机一样，新的总会好用一阵。就怕年岁上来后各种卡呀。，，,0.887529743,1,0,0,0,0,1,0,0
2876,我认为比亚迪很好啊！进步很快！,0.908993607,1,1,1,0,0,0,0,0
2877,我认为对于普通老百姓来说安全可靠才是王道，毕竟换车来说并不是一件容易的事。,0.999318501,1,1,0,0,0,0,0,1
2878,我身边都是家有宝马奔驰去买比亚迪汉和唐，都觉得比亚迪不错。我年前也去提了唐，很不错,0.799996576,1,0,1,0,0,0,0,0
2879,我身边买了理想one的人却都说好，谁用谁知道好不好忍不住我自己最终也买了，现在开了三千公里后，我实话说真的很好很值从来没有一部车可以得到全家人的喜欢和认同,0.797617425,1,0,1,0,0,0,0,0
2880,我始终认为，不管什么车都会有人买，无非就是卖的多少的问题,0.937966143,1,1,0,0,0,1,0,0
2881,我试驾后，决定要换比亚迪，,0.032812365,0,1,1,0,0,0,0,0
2882,我试驾了秦，我先去看了几何e,0.777949077,1,0,1,0,0,0,0,0
2883,我是87年的比亚迪确实在我心里已经是刻板映像了，所以我一直没选择比亚迪，我原来哈佛第三代H6感觉很好,0.862038576,1,0,1,0,0,0,0,0
2884,我是比亚迪车主 我骄傲,0.982625001,1,1,0,0,0,1,0,0
2885,我是比亚迪车主，今天买了一辆跑滴滴，原因是1.没有油标只能买这种车，2.另一个原因是便宜，毕竟是底层人能接受的价格，开了半年，感觉没有宣传的好，电量是弊端，高速趴窝过一次，而且跑滴滴没有质保，以后我要努力跑滴滴，争取买奔驰宝马,0.007597991,0,1,0,1,0,0,0,0
2886,我是比亚迪车主，西安临潼的宋很多，以前在网上别人ev受限，今天我遇到了，跑完高速到城市，二十多得电瞬间没有，只能行驶二十左右，只能原地充电十以上动力恢复！真实车主，这车真的?会设置,0.974970116,1,1,0,0,0,1,0,0
2887,我是比亚迪的车主，没什么不好的，价格在这里，新势力的车一辆车顶两辆比亚迪，就这一点我就选他！,0.053467385,0,1,0,0,0,1,0,0
2888,我是比亚迪汉ev的车主，用过的才知道，我觉得挺好好，在海南满电情况下市内能跑550左右，高速能开500公里，缺点就是胎燥有点大，其他的还可以，不爱挺不要黑，用过才知道,0.523238662,1,0,0,0,0,0,1,0
2889,我是比亚迪宋PULS车主，新车一个礼拜，400公里，碰撞时速113迈，气囊气帘一个未弹，A柱变形，大梁下垂，求各路大神关注，加我好友发照片。,0.937966143,1,1,0,0,0,1,0,0
2890,我是比亚迪准车主。家里一台速腾，好车，有小毛病但瑕不掩瑜。订了第二台车海豚，为什么是海豚，是我一台一台试出来的，从哪咤零跑几何一路试过来的，同价位下，其他几辆真没得比啊，所以，我是被产品逼着买的比亚迪,0.999726064,1,1,0,1,0,0,0,0
2891,我是不会给新能源买单,0.067397755,0,1,0,0,0,1,0,0
2892,我是不会买比亚迪，就因为泰迪咬人太狠了,0.019936832,0,1,1,0,0,0,0,0
2893,我是不会买比亚迪车,0.149177231,0,0,1,0,0,0,0,0
2894,我是不会买比亚迪的。,0.511967282,1,0,1,0,0,0,0,0
2895,我是不喜欢比亚迪的，是因为其的产品线，经销商模式，还有它的品控，特别是它销量大了以后，本来品控就做得不好，更何况是销量大了以后，所以我选择了埃安,0.014136727,0,1,0,0,0,1,0,0
2896,我是不喜欢这个品牌系列的车，看不上。个人觉得跟其他无关。,0.900747367,1,1,0,0,0,0,0,1
2897,我是车主！,0.966956883,1,1,0,0,0,1,0,0
2898,我是感觉比亚迪除了自主研发没啥吸引我的,0.767780727,1,0,1,0,0,0,0,0
2899,我是汉车主！开了8万公里了！没啥问题！就是轮胎不耐摩，换第8条了,0.033067409,0,1,0,0,0,1,0,0
2900,我是看了琴的后备箱之后劝退了,0.18953783,0,0,1,0,0,0,0,0
2901,我是来看喷子的众卿平身吧！,0.509660048,1,0,0,0,0,0,1,0
2902,我是零跑车主,0.966956883,1,1,0,0,0,1,0,0
2903,我是十年F3DM新能源车主，我这台质量可以，但也有其他车主有问题的，买车其实都是运气,0.937966143,1,1,0,0,0,1,0,0
2904,我是唐Dmi准车主，现在这个车的电池整的我开车都有阴影了，说心里话别天天吹了，解决根本问题吧，车主真的承受不了,0.902772804,1,1,0,0,0,1,0,0
2905,我是唐车主，也是理想车主，唐油耗太大，问题很多,0.988332327,1,1,0,0,0,1,0,0
2906,我是文化入侵战略部汽车组队长刚八三郎，“同志们工作努力，业绩突出，月底奖金每人10万日元，请继续努力。”,0.998125654,1,1,0,0,1,0,0,0
2907,我是支持所有国产品牌崛起的，但是确实之前有很多车企号码干没两年倒了，车子价格毕竟不像手机几千块。所以一般都会选择大厂子的稳一点。真心希望这次汽车领域的变革我们的国产品牌可以抓住。祝福所有的国货强大起来,0.999652461,1,1,0,0,1,0,0,0
2908,我说哪个东西好的时候，从来不会说它的竞品不好,0.026569741,0,1,1,0,0,0,0,0
2909,我说呢比亚迪的车门有一种厚重感，日系关门跟破锣似的,0.426809789,0,0,0,0,1,0,0,0
2910,我说实话理想one 肯定是个坑……不信你们看吧……一些只想鼓动市场赚快钱的东西……,0.013221899,0,1,1,0,0,0,0,0
2911,我宋plus dmi也是双层胶条的 每次同事关门都关不紧，我叫他使劲点 轮罩那里是沾毛的,0.027240733,0,1,0,1,0,0,0,0
2912,我虽然不是比亚迪车主，但是我开过唐DM 感觉完胜BBA！,0.329396106,0,0,1,0,0,0,0,0
2913,我虽然不是车主但是喜欢比亚迪。,0.983351148,1,1,0,0,0,1,0,0
2914,我太赞同你的观点了，百花齐放才是春，相互尊重是最好的，别人买车，我都希望他们好。,0.955768685,1,1,0,1,0,0,0,0
2915,我唐车主，12000公里故障了，ev受限，动力失效，第一次去店里不给换电池，刷个程序就算了，隔了一天又ev受限，动力失效，还没有解决呢，玩命一样，擦,0.997876895,1,1,0,0,0,1,0,0
2916,我唐车主，12000公里故障了，ev受限，动力失效，第一次去店里不给换电池，刷个程序就算了，隔了一天又ev受限，动力失效，还没有解决呢，玩命一样，擦,0.997876895,1,1,0,0,0,1,0,0
2917,我讨厌华为，但买了比亚迪,0.149177231,0,0,1,0,0,0,0,0
2918,我同事得轩逸我开关车门感觉车门像铁皮做的,0.378740722,0,0,0,0,1,0,0,0
2919,我同意阿姨说的,0.016556181,0,1,1,0,0,0,0,0
2920,我希望所有的中国企业都像比亚迪这样，是无法被卡脖子的企业,0.728182436,1,0,0,0,0,0,1,0
2921,我希望中国有更多的比亚迪，吉利，华为，小米这样的企业,0.556291293,1,0,0,0,0,0,1,0
2922,我喜欢,0.699459094,1,0,1,0,0,0,0,0
2923,我喜欢比亚迪，就是因为它是绿牌，进小区不能拦，停电车位，不用车位钱,0.007465381,0,1,1,0,0,0,0,0
2924,我喜欢比亚迪不是因为他的车有多优秀而是在疫情的时候做到一个民族企业的担当,0.699985187,1,0,0,0,0,0,1,0
2925,我喜欢比亚迪纯粹喜欢它的混动技术，以前比亚迪外观内饰设计确实是一直诟病的地方，但是慢慢的会越来越好……国产汽车业各个品牌现在都在崛起，,0.799996576,1,0,1,0,0,0,0,0
2926,我喜欢比亚迪秦plug，平民代步车。不过我现在没有能力换车。我存够钱我就换,0.744366067,1,0,0,0,0,0,0,1
2927,我喜欢高合 天天被人骂 但不耽误我买,0.026569741,0,1,1,0,0,0,0,0
2928,我喜欢吉利,0.676929349,1,0,1,0,0,0,0,0
2929,我喜欢领克,0.676929349,1,0,1,0,0,0,0,0
2930,我现在的车是吉利ev，下一辆车想在比亚迪和小鹏之间考虑，各有优缺点，取我需要的，理性消费,0.918339721,1,1,0,0,0,1,0,0
2931,我现在开的就是比亚迪驱逐舰05，我路上秒天秒地，原来一个月烧2000块钱油，现在一个月200块钱油加200块钱电。,0.000400165,0,1,1,0,0,0,0,0
2932,我现在用的是油车，第一台电车的话等小米,0.989100048,1,1,0,0,0,1,0,0
2933,我想的是不能一家独大，不然价格就贵了，要压力竞争，这样比亚迪价格就不敢开得太高，我就能买得起比亚迪了,0.923089815,1,1,0,0,1,0,0,0
2934,我想看到的是大家都讨论国产车,0.818111192,1,0,0,0,0,0,0,1
2935,我想看你的汗血宝马了，洋哥。,0.882414707,1,0,1,0,0,0,0,0
2936,我想买，小区物业不同意安装充电桩,0.162156131,0,0,1,0,0,0,0,0
2937,我想买唐DMI，年轻人的one也挺好就是太贵，消费不起,0.917908631,1,1,0,0,0,1,0,0
2938,我想说比亚迪的内饰改好一些，车机流畅一些，多一点好的设计，内饰用料好一点销量会更好！！！比亚迪加油，因为其他造车新势力价格定的实在太离谱，买不起,0.019936832,0,1,1,0,0,0,0,0
2939,我想听你说说理想的黑科技，增大油箱强行增加续航里程核心科技！,0.797617425,1,0,1,0,0,0,0,0
2940,我想问比亚迪的按键到国外也是用的中文的吗,0.016556181,0,1,1,0,0,0,0,0
2941,我想问你，比亚迪给了你多少托儿费？我也对你有什么目标！,0.107808876,0,0,1,0,0,0,0,0
2942,我想问一个问题18万上绿牌，双混，除了比亚迪还有什么车，新势力好是好，价格亲不亲民不知道，我也觉得不好看，但是能选的太少了,0.754928159,1,0,0,0,0,1,0,0
2943,我想问一件事，什么叫打压新势力？是比亚迪派人把他们家门砸了，还是把窗户玻璃砸了？咱们在同一个市场卖东西，我卖的比你好，就是打压你了你这是典型自己没本事全怪别人呗,6.92E-05,0,1,0,0,0,1,0,0
2944,我想问一下，他和吉利星越L增程的，哪个好,0.026569741,0,1,1,0,0,0,0,0
2945,我想要比亚迪唐dm，公路坦克,0.887780727,1,0,1,0,0,0,0,0
2946,我想要一辆，没钱买,0.118519796,0,0,1,0,0,0,0,0
2947,我想整辆海豹没钱啊,0.193186157,0,0,0,0,1,0,0,0
2948,我想知道 宋的DMI今年有望上新款吗？,0.777949077,1,0,1,0,0,0,0,0
2949,我想知道BYD会不会起诉你,0.491781461,0,0,1,0,0,0,0,0
2950,我想知道那些自然车是因为什么到现在没有一个人出来说！,0.592870186,1,0,1,0,0,0,0,0
2951,我寻思以前出租车还不是满大街的丰田？,0.521400436,1,0,0,0,0,1,0,0
2952,我要不是没钱，我也不买比亚迪，可惜口袋空空，唉,0.016556181,0,1,1,0,0,0,0,0
2953,我要汉,0.565217391,1,0,1,0,0,0,0,0
2954,我要好好奋斗，努力买量比亚迪,0.862038576,1,0,1,0,0,0,0,0
2955,我要纠正你一下，比亚迪第一辆量产混动不是秦，是F3DM，还有车顶光伏版本的,0.249724001,0,0,0,0,1,0,0,0
2956,我要开喷了，增加重量，费电,0.011575974,0,1,1,0,0,0,0,0
2957,我要为他们买单吗？,0.032812365,0,1,1,0,0,0,0,0
2958,我也不会买比亚迪,0.511967282,1,0,1,0,0,0,0,0
2959,我也不损谁，说实话我开了很多年国产车，感觉确实不太好,0.021483086,0,1,1,0,0,0,0,0
2960,我也不想理比亚迪 ，拿的出的那几家不理穷人么,0.016556181,0,1,1,0,0,0,0,0
2961,我也订了海豚，不过比亚迪的论坛水军特别多，吹的天花乱坠，,0.075882977,0,1,0,1,0,0,0,0
2962,我也对比亚迪没有啥好印象,0.577271218,1,0,1,0,0,0,0,0
2963,我也反对把比亚迪吹上天，否则他就是下一个上汽大众，对群众并不有利，百花齐放百家争鸣才是好。我也是比亚迪车主,0.964254389,1,1,0,0,0,1,0,0
2964,我也觉得比亚迪捧太高了 这就是巴菲特离场的原因,0.889308249,1,0,0,1,0,0,0,0
2965,我也觉得比亚迪太low，但是只能买得起比亚迪,0.016556181,0,1,1,0,0,0,0,0
2966,我也觉得比亚迪现在还是有点土,0.416971481,0,0,0,0,0,0,1,0
2967,我也觉得外观可以内饰不行，得学学大众的内饰设计，探影、高尔夫、奥迪A4A6，长安的内饰都比比亚迪好,0.099996018,0,1,1,0,0,0,0,0
2968,我也觉得这两年被捧上天了。,0.016556181,0,1,1,0,0,0,0,0
2969,我也觉的吹捧过度了，连停产燃油车都吹了一波，其实是因为比亚迪本身油车销量不行，市场口碑不行。,0.040915445,0,1,0,0,0,1,0,0
2970,我也看了你不少的视频，我不知道你为什么要去贬比亚迪去提升其他新势力，为什么不直接去说那个新势力的车呢？直接介绍直接吹那些新势力不好吗？,0.026211073,0,1,0,0,0,1,0,0
2971,我也买不起比亚迪但就觉得它内饰真的不好看,0.142078435,0,0,1,0,0,0,0,0
2972,我也是比亚迪宋dmi车主，我觉得每个人买自己喜欢的东西都值得被尊重，情人眼里出西施，没必要踩一捧一，我个人也不喜欢迪吹，不同厂商优缺点不同，尊重别人的选择也是尊重自己。,0.999752604,1,1,0,0,0,1,0,0
2973,我也是接受不了车机跟内饰！我媳妇我俩看了半天，想了半天它的好，但坐进去还是接受不了。。。但我会推荐周边人去购买，因人而异吧。,0.513928702,1,0,1,0,0,0,0,0
2974,我也是经常用手机开的,0.142078435,0,0,1,0,0,0,0,0
2975,我也是觉得内饰跟车机差意思，最近在看dim和雷神,0.096614017,0,1,1,0,0,0,0,0
2976,我也属于第二种,0.637530046,1,0,1,0,0,0,0,0
2977,我也想吹比亚迪，怎么能领充值款,0.295941995,0,0,0,1,0,0,0,0
2978,我也想买,0.526709625,1,0,1,0,0,0,0,0
2979,我也想捧别的车企啊，但是除了比亚迪国内所谓的那些造车新势力有几个有自己的核心技术？就三电技术而言没有一家比得上比亚迪吧？一个个都是组装车我们不是捧比亚迪我们捧的是自主创新敢于在技术打压下逆风生存的企业,0.418926686,0,0,0,0,0,1,0,0
2980,我也想捧别的车企啊，但是除了比亚迪国内所谓的那些造车新势力有几个有自己的核心技术？就三电技术而言没有一家比得上比亚迪吧？一个个都是组装车我们不是捧比亚迪我们捧的是自主创新敢于在技术打压下逆风生存的企业,0.418926686,0,0,0,0,0,1,0,0
2981,我也有一辆,0.142078435,0,0,1,0,0,0,0,0
2982,我也有一辆红色的，只是比较小而已,0.149177231,0,0,1,0,0,0,0,0
2983,我一个山东的，停车来，正好在你门口，我也是你的粉丝 ，但你没理我,0.742048801,1,0,0,0,0,0,1,0
2984,我一兄弟买了唐，那关门声觉得真厚实,0.149177231,0,0,1,0,0,0,0,0
2985,我一直开的比亚迪，，，，没啥大毛病，但是也没啥大特点,0.168014463,0,0,0,0,0,0,1,0
2986,我一直没搞清楚一个问题，自燃保险给赔不？能回答一下不？,0.008159626,0,1,0,0,0,1,0,0
2987,我已经买了,0.508696586,1,0,1,0,0,0,0,0
2988,我以前的卡罗拉自己也是怎么贴的，几十块钱而已，老是被老婆骂不好关门，没想到原厂自带也就是这个吊样,0.004351626,0,1,0,0,0,0,0,1
2989,我以前的一汽大众的开迪门也是这样,0.629577218,1,0,1,0,0,0,0,0
2990,我以为就我觉得内饰土,0.042078435,0,1,1,0,0,0,0,0
2991,我以为你的名字是唐车主,0.931416888,1,1,0,0,1,0,0,0
2992,我以为你要说缺点,0.909620529,1,1,0,0,0,0,0,1
2993,我用的唐，换车第一选择腾势D9，后无意接触了L9，决定下单，诚意满满，如果腾势能给出诚意，继续D9,0.780900862,1,0,1,0,0,0,0,0
2994,我有台唐。花自己的钱，让别人说去吧，爱买啥买啥。日子自己过，活在别人眼里多累啊,0.882414707,1,0,1,0,0,0,0,0
2995,我有一个群，里面真有这样的人，比亚迪就是神，各种吊打！结果自己不买！谁说比亚迪不好，喷死你！！,0.002089095,0,1,1,0,0,0,0,0
2996,我有一台5系 新增了汉dmi 除了底盘差一点 其它感受没差甚至更好 如果再买纯电 我还会考虑001 如果再买suv 我觉得l9也不错 我从来不排斥咱们自主品牌的东西！,0.953399397,1,1,0,0,0,0,0,1
2997,我预算15w，只考虑新能源汽车，试驾了25w内主流的车型，感觉问界m5综合感受很好，可惜超预算了，最后订了驱逐舰05 120，优缺点我都接受得了。,0.737348543,1,0,1,0,0,0,0,0
2998,我遇到很多素质低的车好多是比亚迪F3，但是比亚迪今非昔比，绝对民族之光,0.590729221,1,0,0,0,0,0,0,1
2999,我愿意买国产车，我家两辆汉,0.89518123,1,0,0,0,0,0,0,1
3000,我咋感觉你表面在说比亚迪，实际说的是在夸理想,0.578436232,1,0,1,0,0,0,0,0
3001,我咋感觉你在说红旗呢？,0.032812365,0,1,1,0,0,0,0,0
3002,我在比亚迪海洋网当销售一年多了 反正我不买 产品质量我知道,0.27048318,0,0,0,1,0,0,0,0
3003,我在这里说！不土，logo和时尚我一定买。真土,0.029577218,0,1,1,0,0,0,0,0
3004,我在知乎说比亚迪就是个性价比还可以的品牌，算不上高端，被骂惨了,0.841372816,1,0,0,0,0,0,0,1
3005,我怎么感觉你是再黑蔚来,0.510655079,1,0,1,0,0,0,0,0
3006,我这辈子都不会买比亚迪,0.593839388,1,0,1,0,0,0,0,0
3007,我之前在比亚迪做了3年，13年到16年，说实话我也看不上比亚迪，至今很多人口碑不一，当时也是，但是今天在去开比亚迪这些唐宋元汉，都觉得很不错！,0.100806372,0,0,1,0,0,0,0,0
3008,我支持比亚迪，华为，你们知道为什么？我支持它是应为它有独一无二的技术，有弘扬中华文化的特性，有为国为民的忧患意识，所以我会维护他，,0.999209656,1,1,0,0,0,1,0,0
3009,我支持国产，啥时候国我支持我一下呢，,0.854524201,1,0,0,0,0,0,0,1
3010,我支持你,0.777949077,1,0,1,0,0,0,0,0
3011,我知道你是出于什么样的目的把有争议的话题先说成肯定句。,0.677985789,1,0,1,0,0,0,0,0
3012,我知道你是看不起比亚迪,0.887780727,1,0,1,0,0,0,0,0
3013,我只买有技术的企业，如果只靠收购公司来提升自己的品牌价值，以我的观念，我非常讨厌！,0.991535239,1,1,0,0,0,1,0,0
3014,我只能说支持国产,0.753450927,1,0,0,0,0,0,0,1
3015,我只说一点，你说比亚迪拿了国家补贴，请问其他车企哪个没有拿到国家补贴的？当初做新能源他们几乎都是奔着补贴去的，这是实话，咋到你这里了只有比亚迪拿了呢？客观评价事实，不吹不黑才能让国人支持你。我买的哈弗，但我并不反感比亚迪,1.56E-06,0,1,0,0,0,1,0,0
3016,我只相信公仆们的座驾不会骗人,0.019936832,0,1,1,0,0,0,0,0
3017,我只想买比亚迪的显卡,0.558767753,1,0,1,0,0,0,0,0
3018,我只想知道出口和国内是一模一样的么？类似食品什么的，出口和国内标准都是不一样的,0.824516492,1,0,1,0,0,0,0,0
3019,我至今还是非常不理解，很多人甚至没有摸过比亚迪的车，就在网上死命捧，不知道的还以为中国都是比亚迪的天下了，路上全是比亚迪了。你要说爱国，我就是一普通人，前前后后给四川，武汉捐了好几万。,0.862038576,1,0,1,0,0,0,0,0
3020,我笫一辆车也是比亚迪，开了十年还是好好的。,0.629577218,1,0,1,0,0,0,0,0
3021,我自己买的比亚迪宋，我推荐我弟弟买的理想one,0.862038576,1,0,1,0,0,0,0,0
3022,我自己用手机是华为，车是海豚，说实话东西还好，细节和专业的服务还得继续上一个台阶,0.936021544,1,1,0,0,1,0,0,0
3023,我总结一下：,0.6,1,0,1,0,0,0,0,0
3024,我最近看凯美瑞混动还在对比汉dmi,0.955995615,1,1,0,0,1,0,0,0
3025,我做二手车10年，比亚迪我哈哈一笑，我自己开埃安V，刚刚给老婆订的别克微蓝6，自己开买个靠谱的,0.042078435,0,1,1,0,0,0,0,0
3026,无病呻吟,0.100343855,0,0,1,0,0,0,0,0
3027,无奸不商，记住这四个字！,0.042078435,0,1,1,0,0,0,0,0
3028,无框车门不都是那个声音？照你这么说大g车门那声音不是连byd都不如,0.031832075,0,1,0,0,1,0,0,0
3029,无框门都没有，,0.042078435,0,1,1,0,0,0,0,0
3030,无论贬低还是吹捧，比亚迪目前全球车企第三了最近又登陆日本市场了随着补贴退坡下去，我们拭目以待看看那些品牌还能自在的活下去,0.094590519,0,1,0,0,0,0,0,1
3031,无论哪个车企 一个太大 也不是好事 不能一家独大 支持比亚迪 但是也支持特斯拉 也支持其他的造车新势力,0.55532606,1,0,0,0,0,1,0,0
3032,无论什么，买单的永远是消费者。,0.248273082,0,0,0,0,0,0,0,1
3033,无论什么牌子的车电子设备越多越复杂故障越多是必然的 选什么车按照自己使用车辆情况而定 比喻你想用这辆车跑三五年赚钱的买电车 如果就是上下班家里用的可能要使用七八年就买燃油车,0.964733934,1,1,0,0,0,1,0,0
3034,无所谓，反正买车不看黑不黑，还是看东西。,0.104371727,0,0,0,1,0,0,0,0
3035,无语了，挑拨自主品牌粉丝互喷，！主播自己是完美之人吗？,0.728182436,1,0,0,0,0,0,1,0
3036,五年前，我是真不喜欢这个品牌，全是水军。现在感觉产品力跟上了，营销也有进步，以前低俗恶趣味,0.844752936,1,0,0,0,1,0,0,0
3037,西安街上特斯拉处处可见，比亚迪除了出租以外确实显得少了很多,0.019936832,0,1,1,0,0,0,0,0
3038,西安啥时候有这样主播了？,0.183723396,0,0,0,1,0,0,0,0
3039,希望比亚迪就跟你说的一样 普通手机里头的华为 什么行业都没有领头的 那样很好？ 自己买自己喜欢的车 手机难道还要听你们敲着键盘喷着辣鸡？ 比亚迪不止汽车这一个行业 如同华为不止手机,0.121955146,0,0,0,0,1,0,0,0
3040,希望比亚迪越做越好，但是的确打动不了我,0.777949077,1,0,1,0,0,0,0,0
3041,希望比亚迪正面面对自燃和新车失速的问题,0.987622869,1,1,0,0,0,1,0,0
3042,希望国产车都越来越好，以后在路上开合资车的人会觉得丢脸,0.618827374,1,0,0,0,0,0,0,1
3043,希望国产能越来越好比亚迪，吉利，奇瑞，长安百花齐放,0.907443165,1,1,0,0,0,0,0,1
3044,希望国产越来越好,0.672501903,1,0,0,0,0,0,0,1
3045,希望是好好坐车，而不是车企把功夫放在网络营销上,0.507712528,1,0,1,0,0,0,0,0
3046,喜欢比亚迪是她和华为一样 靠的是技术创新 奋发向上,0.81973807,1,0,1,0,0,0,0,0
3047,喜欢海豹,0.862748494,1,0,0,0,1,0,0,0
3048,喜欢你，想和你做朋友,0.983351148,1,1,0,0,0,1,0,0
3049,喜欢企业，不一定喜欢他的车,0.833283985,1,0,0,0,0,0,1,0
